,Unnamed: 0,artist,title,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,top year,hip_hop,other,pop,rap,rock,group,solo
461,589,Trey Songz,Slow Motion,95,41,73,-8,11,29,198,68,4,75,2015,0,0,1,0,0,0,1
462,590,Trey Songz,Na Na,97,48,67,-6,10,24,232,33,4,67,2015,0,0,1,0,0,0,1
463,591,Troye Sivan,YOUTH,92,74,63,-4,8,59,185,6,4,70,2015,0,0,1,0,0,0,1
464,593,Usher,I Don't Mind (feat. Juicy J),113,46,87,-8,9,46,252,21,18,73,2015,1,0,0,0,0,0,1
465,595,Wiz Khalifa,See You Again (feat. Charlie Puth),80,48,69,-8,6,28,230,37,8,85,2015,0,0,1,0,0,0,1
466,597,X Ambassadors,Unsteady,117,67,39,-6,12,20,194,18,6,78,2015,0,0,0,0,1,1,0
467,598,Years & Years,King,120,86,56,-4,38,43,215,6,4,66,2015,0,0,1,0,0,1,0
468,599,Zedd,I Want You To Know,130,85,58,-3,14,37,240,1,6,70,2015,0,1,0,0,0,0,1
469,600,Adele,When We Were Young,144,60,38,-6,10,27,291,30,5,79,2016,0,1,0,0,0,0,1
470,603,Alessia Cara,Here,120,82,38,-4,8,33,199,8,10,71,2016,0,1,0,0,0,0,1
471,604,Anne-Marie,Alarm,147,59,76,-5,18,81,206,8,23,62,2016,0,0,1,0,0,0,1
472,605,Ariana Grande,Into You,108,73,62,-6,14,37,244,2,11,73,2016,0,0,1,0,0,0,1
473,607,Ariana Grande,Dangerous Woman,134,60,66,-5,36,29,236,5,4,72,2016,0,0,1,0,0,0,1
474,608,Astrid S,Hurts So Good,120,63,67,-5,9,42,209,8,5,77,2016,0,1,0,0,0,0,1
475,609,Bastille,Good Grief,120,76,73,-5,31,88,206,15,7,70,2016,0,0,1,0,0,1,0
476,610,Beyoncé,Sorry,130,60,78,-7,25,36,233,0,5,72,2016,0,0,1,0,0,0,1
477,611,Bryson Tiller,Don't,97,36,77,-6,10,19,198,22,20,83,2016,1,0,0,0,0,0,1
478,613,Calum Scott,Dancing On My Own,113,17,68,-9,10,23,260,84,3,84,2016,0,1,0,0,0,0,1
479,614,Calvin Harris,This Is What You Came For (feat. Rihanna),124,93,63,-3,15,47,222,20,3,84,2016,0,0,1,0,0,0,1
480,615,Calvin Harris,My Way,120,91,82,-3,16,54,219,9,4,78,2016,0,0,1,0,0,0,1
481,616,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),100,56,73,-8,18,35,218,62,13,73,2016,0,0,1,0,0,0,1
482,617,Charlie Puth,One Call Away,91,61,67,-5,12,47,194,40,3,70,2016,0,0,1,0,0,0,1
483,619,Cheat Codes,Sex,102,69,51,-6,14,21,228,0,17,66,2016,0,0,1,0,0,1,0
484,620,Chris Brown,Back To Sleep,93,65,65,-5,9,72,201,4,24,65,2016,0,0,1,0,0,0,1
485,621,Clean Bandit,Tears (feat. Louisa Johnson),130,77,61,-4,16,30,226,4,4,65,2016,0,0,1,0,0,1,0
486,623,Coldplay,Adventure of a Lifetime,112,92,64,-4,15,53,264,0,4,79,2016,0,1,0,0,0,1,0
487,624,David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),110,92,37,-3,9,37,207,0,5,72,2016,0,1,0,0,0,0,1
488,625,Daya,"Sit Still, Look Pretty",182,74,66,-4,11,54,202,14,27,76,2016,0,1,0,0,0,0,1
489,626,Daya,Hide Away,95,80,89,-5,7,46,192,23,8,72,2016,0,1,0,0,0,0,1
490,627,DJ Snake,Let Me Love You,100,72,65,-5,14,16,206,9,3,86,2016,0,0,1,0,0,0,1
491,629,DNCE,Cake By The Ocean,119,75,77,-5,4,90,219,15,5,84,2016,0,0,1,0,0,1,0
492,630,Drake,Too Good,118,65,79,-8,10,40,263,5,10,78,2016,1,0,0,0,0,0,1
493,631,Dua Lipa,Hotter Than Hell,110,87,53,-4,6,53,188,1,9,70,2016,0,0,1,0,0,0,1
494,632,Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),91,91,72,-3,14,87,200,9,10,72,2016,0,0,1,0,0,0,1
495,633,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),105,59,80,-6,6,59,214,10,4,81,2016,0,0,1,0,0,1,0
496,634,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),95,79,69,-5,5,76,211,2,5,67,2016,0,0,1,0,0,1,0
497,635,Flo Rida,My House,94,70,69,-5,13,74,192,2,5,81,2016,0,0,1,0,0,0,1
498,636,Flume,Say It (feat. Tove Lo),75,53,60,-7,6,26,263,7,3,64,2016,0,1,0,0,0,0,1
499,639,Galantis,No Money,126,92,67,-4,24,80,189,3,4,72,2016,0,0,1,0,0,1,0
500,640,Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",93,28,49,-13,10,18,251,69,30,82,2016,0,0,1,0,0,0,1
501,641,G-Eazy,"Me, Myself & I",112,67,76,-7,16,39,251,2,10,82,2016,0,0,0,1,0,0,1
502,642,Hailee Steinfeld,Starving,100,62,73,-4,11,51,182,38,6,81,2016,0,0,1,0,0,0,1
503,643,James Arthur,Can I Be Him,108,54,70,-6,9,48,247,31,5,80,2016,0,0,1,0,0,0,1
504,644,James TW,When You Love Someone,126,45,68,-6,5,35,217,26,3,79,2016,0,1,0,0,0,0,1
505,645,John Legend,Love Me Now,123,77,42,-4,11,72,210,57,9,59,2016,0,1,0,0,0,0,1
506,646,Jonas Blue,Perfect Strangers,118,86,73,-4,21,70,197,39,5,80,2016,0,0,1,0,0,0,1
507,647,Jonas Blue,Fast Car,114,58,67,-7,31,55,212,47,6,77,2016,0,0,1,0,0,0,1
508,648,Justin Bieber,Love Yourself,100,38,61,-10,28,52,234,84,44,87,2016,0,0,1,0,0,0,1
509,649,Justin Bieber,Sorry,100,76,65,-4,30,41,201,8,5,85,2016,0,0,1,0,0,0,1
510,650,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",113,83,67,-6,10,70,238,1,7,77,2016,0,0,1,0,0,0,1
511,651,Kiiara,Gold,113,41,60,-9,13,41,226,62,34,64,2016,0,1,0,0,0,0,1
512,652,Kygo,Stole the Show,100,64,64,-8,32,48,223,27,23,78,2016,0,1,0,0,0,0,1
513,653,Kygo,Stay (feat. Maty Noyes),103,74,65,-8,17,38,239,4,4,65,2016,0,1,0,0,0,0,1
514,655,Little Mix,Shout Out to My Ex,126,75,77,-4,11,80,246,2,9,81,2016,0,0,1,0,0,1,0
515,656,Lukas Graham,7 Years,120,47,77,-6,39,34,237,29,5,83,2016,0,0,1,0,0,1,0
516,657,Maggie Rogers,Alaska,104,39,85,-11,11,18,188,41,5,70,2016,0,0,1,0,0,0,1
517,658,Major Lazer,Cold Water,93,80,61,-5,16,50,185,7,4,72,2016,0,0,1,0,0,1,0
518,659,Marc E. Bassy,You & Me,84,64,45,-8,19,61,218,4,28,69,2016,0,0,1,0,0,0,1
519,662,Meghan Trainor,NO,92,80,56,-4,74,66,214,1,21,75,2016,0,0,1,0,0,0,1
520,663,Mike Perry,The Ocean (feat. Shy Martin),90,57,63,-6,10,19,183,2,3,75,2016,0,0,1,0,0,0,1
521,664,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,102,71,66,-7,8,71,198,4,11,81,2016,0,0,1,0,0,0,1
522,665,MØ,Final Song,105,67,70,-6,8,25,236,1,3,70,2016,0,0,1,0,0,0,1
523,666,Niall Horan,This Town,112,41,68,-8,12,20,233,70,3,64,2016,0,0,1,0,0,0,1
524,667,Nick Jonas,Close,124,62,65,-5,14,40,234,25,8,74,2016,0,0,1,0,0,0,1
525,668,Olivia Holt,History,101,63,77,-7,12,54,204,10,5,64,2016,0,1,0,0,0,0,1
526,669,One Direction,History,87,70,66,-4,6,80,187,4,5,77,2016,0,1,0,0,0,1,0
527,670,OneRepublic,Wherever I Go,100,68,54,-6,24,35,170,10,4,68,2016,0,0,1,0,0,1,0
528,672,PARTYNEXTDOOR,Not Nice,128,50,60,-9,12,73,203,3,8,67,2016,0,0,1,0,0,0,1
529,673,Rihanna,Needed Me,111,31,67,-8,8,30,192,11,24,84,2016,0,0,1,0,0,0,1
530,674,Rihanna,Work,92,53,73,-6,9,56,219,8,9,80,2016,0,0,1,0,0,0,1
531,675,Ruth B.,Lost Boy,124,6,71,-15,9,35,275,97,5,77,2016,0,1,0,0,0,0,1
532,677,Selena Gomez,Same Old Love,98,59,67,-4,21,44,229,2,3,70,2016,0,0,1,0,0,0,1
533,678,Selena Gomez,Hands To Myself,111,50,81,-7,34,47,201,1,12,68,2016,0,0,1,0,0,0,1
534,679,Shawn Mendes,Treat You Better,83,82,44,-4,11,75,188,11,34,86,2016,0,0,1,0,0,0,1
535,680,Shawn Mendes,I Know What You Did Last Summer,114,76,69,-5,15,74,224,10,9,77,2016,0,0,1,0,0,0,1
536,682,Sia,Cheap Thrills (feat. Sean Paul),90,80,59,-5,8,73,225,6,22,73,2016,0,1,0,0,0,0,1
537,683,Sigala,Sweet Lovin' - Radio Edit,125,85,68,-3,34,71,202,21,7,69,2016,0,0,1,0,0,0,1
538,684,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),95,52,68,-6,11,18,230,12,14,77,2016,0,1,0,0,0,1,0
539,685,Steve Aoki,Just Hold On,115,93,65,-4,6,39,199,0,8,61,2016,0,0,1,0,0,0,1
540,686,The 1975,Somebody Else,101,79,61,-6,15,47,348,20,6,76,2016,0,0,0,0,1,1,0
541,687,The 1975,The Sound,121,94,65,-5,45,55,249,9,8,63,2016,0,0,0,0,1,1,0
542,688,The Chainsmokers,Closer,95,52,75,-6,11,66,245,41,3,88,2016,0,0,1,0,0,1,0
543,690,The Chainsmokers,Roses,100,80,71,-7,31,34,227,4,6,78,2016,0,0,1,0,0,1,0
544,693,Timeflies,Once In a While,105,69,79,-6,62,35,215,1,14,65,2016,0,0,1,0,0,1,0
545,694,Tinie Tempah,Girls Like (feat. Zara Larsson),120,80,92,-3,8,54,196,37,5,67,2016,0,0,1,0,0,0,1
546,695,Tove Lo,Cool Girl,102,69,67,-7,8,20,199,31,11,69,2016,0,0,1,0,0,0,1
547,700,2 Chainz,It's A Vibe,73,50,82,-7,11,53,210,3,15,77,2017,1,0,0,0,0,0,1
548,701,21 Savage,Bank Account,75,35,88,-8,9,38,220,2,35,82,2017,1,0,0,0,0,0,1
549,702,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),129,81,84,-5,12,81,209,50,6,79,2017,0,0,0,1,0,0,1
550,704,AJR,Weak,124,64,67,-5,19,70,201,12,5,71,2017,0,0,0,0,1,1,0
551,705,Aminé,Caroline,120,34,94,-10,26,71,210,17,51,80,2017,1,0,0,0,0,0,1
552,706,Axwell /\ Ingrosso,More Than You Know,123,74,65,-5,31,57,203,3,3,83,2017,0,0,1,0,0,1,0
553,708,Big Sean,Bounce Back,82,57,78,-6,13,27,222,11,14,76,2017,1,0,0,0,0,0,1
554,709,Big Shaq,Man's Not Hot,135,88,91,-4,11,59,186,11,24,67,2017,0,0,0,1,0,0,1
555,710,Billie Eilish,Bored,120,32,61,-13,8,11,181,90,5,88,2017,0,0,1,0,0,0,1
556,711,blackbear,do re mi,111,59,75,-6,12,17,212,1,5,77,2017,0,0,1,0,0,0,1
557,712,Bruno Mars,That's What I Like,134,56,85,-5,9,86,207,1,4,86,2017,0,0,1,0,0,0,1
558,713,Bruno Mars,24K Magic,107,80,82,-4,15,63,226,3,8,82,2017,0,0,1,0,0,0,1
559,714,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",101,75,89,-3,9,87,223,6,6,81,2017,0,0,1,0,0,0,1
560,715,Calvin Harris,Slide (feat. Frank Ocean & Migos),104,80,74,-3,25,51,231,50,5,77,2017,0,0,1,0,0,0,1
561,716,Camila Cabello,Havana (feat. Young Thug),105,52,77,-4,13,39,217,18,3,84,2017,0,0,1,0,0,0,1
562,717,Cardi B,Bodak Yellow,125,70,93,-6,23,49,224,7,10,77,2017,0,0,1,0,0,0,1
563,718,Cheat Codes,No Promises (feat. Demi Lovato),113,62,74,-7,11,58,223,6,16,66,2017,0,0,1,0,0,1,0
564,720,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),102,76,72,-4,18,74,251,41,5,80,2017,0,0,1,0,0,1,0
565,722,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",81,67,60,-4,13,82,289,5,4,70,2017,0,0,1,0,0,0,1
566,723,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),98,68,61,-3,13,62,205,3,8,70,2017,0,0,1,0,0,0,1
567,724,Drake,Passionfruit,112,46,81,-11,11,36,299,26,4,86,2017,1,0,0,0,0,0,1
568,725,Drake,Fake Love,134,48,93,-9,18,61,211,11,29,78,2017,1,0,0,0,0,0,1
569,726,Ed Sheeran,Perfect,95,45,60,-6,11,17,263,16,2,89,2017,0,0,1,0,0,0,1
570,727,Ed Sheeran,Shape of You,96,65,83,-3,9,93,234,58,8,89,2017,0,0,1,0,0,0,1
571,728,Foster The People,Sit Next to Me,97,74,64,-5,69,66,243,12,3,75,2017,0,1,0,0,0,1,0
572,729,French Montana,Unforgettable,98,77,73,-5,10,73,234,3,12,86,2017,0,0,0,1,0,0,1
573,730,Future,Mask Off,150,43,83,-9,17,28,205,1,43,84,2017,1,0,0,0,0,0,1
574,733,Hailee Steinfeld,Most Girls,103,57,76,-7,9,42,204,5,8,77,2017,0,0,1,0,0,0,1
575,734,Halsey,Now Or Never,110,59,67,-5,13,45,215,11,4,71,2017,0,0,1,0,0,0,1
576,735,Hayden James,NUMB,148,56,62,-7,9,40,217,18,4,64,2017,0,1,0,0,0,0,1
577,736,Imagine Dragons,Believer,125,78,78,-4,8,67,204,6,13,91,2017,0,0,0,0,1,1,0
578,737,Imagine Dragons,Thunder,168,82,61,-5,15,29,187,1,4,87,2017,0,0,0,0,1,1,0
579,738,Imagine Dragons,Whatever It Takes,135,66,67,-5,12,56,201,4,3,84,2017,0,0,0,0,1,1,0
580,740,Kendrick Lamar,LOVE. FEAT. ZACARI.,126,59,80,-7,15,78,213,26,9,85,2017,1,0,0,0,0,0,1
581,741,Kendrick Lamar,DNA.,140,52,64,-7,8,42,186,0,36,83,2017,1,0,0,0,0,0,1
582,743,Khalid,Young Dumb & Broke,137,54,80,-6,17,39,203,20,4,84,2017,0,0,1,0,0,0,1
583,744,Khalid,Location,80,45,74,-11,9,33,219,33,43,83,2017,0,0,1,0,0,0,1
584,745,Kodak Black,Tunnel Vision,172,49,50,-8,12,23,268,6,29,78,2017,0,0,0,1,0,0,1
585,746,KYLE,iSpy (feat. Lil Yachty),75,65,75,-7,23,67,253,38,29,76,2017,0,0,1,0,0,0,1
586,747,Lana Del Rey,Lust For Life (with The Weeknd),100,66,50,-9,36,26,264,60,5,73,2017,0,0,1,0,0,0,1
587,748,Liam Payne,Strip That Down (feat. Quavo),106,50,87,-5,8,55,202,20,5,75,2017,0,0,1,0,0,0,1
588,751,Lil Uzi Vert,XO Tour Llif3,155,75,73,-6,11,40,183,0,23,86,2017,0,0,0,1,0,0,1
589,753,Logic,1-800-273-8255,100,57,62,-8,19,36,250,57,5,82,2017,1,0,0,0,0,0,1
590,755,Lorde,Green Light,129,72,59,-8,9,25,235,2,10,78,2017,0,0,1,0,0,0,1
591,756,Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",107,55,78,-5,13,18,214,23,8,71,2017,0,0,1,0,0,0,1
592,757,lovelytheband,broken,123,73,67,-6,4,51,205,0,4,76,2017,0,0,1,0,0,1,0
593,759,Machine Gun Kelly,Bad Things (with Camila Cabello),138,69,70,-5,19,31,239,21,15,76,2017,1,0,0,0,0,0,1
594,760,Macklemore,Glorious (feat. Skylar Grey),140,79,73,-5,11,36,220,3,5,78,2017,0,0,0,1,0,0,1
595,761,Maroon 5,Cold (feat. Future),100,72,69,-6,5,41,234,14,11,68,2017,0,0,1,0,0,1,0
596,762,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),100,61,78,-6,10,42,214,34,7,66,2017,0,0,1,0,0,1,0
597,763,MGMT,Little Dark Age,98,71,71,-6,10,62,300,1,4,85,2017,0,1,0,0,0,1,0
598,764,Migos,Bad and Boujee (feat. Lil Uzi Vert),127,67,93,-5,12,17,343,6,24,78,2017,1,0,0,0,0,1,0
599,765,Migos,Slippery (feat. Gucci Mane),142,68,92,-6,10,75,304,31,26,74,2017,1,0,0,0,0,1,0
600,766,Migos,T-Shirt,139,69,87,-4,16,49,242,24,22,71,2017,1,0,0,0,0,1,0
601,767,Miguel,Sky Walker (feat. Travis Scott),146,51,67,-11,9,18,259,17,4,78,2017,0,0,1,0,0,0,1
602,769,MØ,Nights With You,120,67,76,-4,38,60,197,40,10,61,2017,0,0,1,0,0,0,1
603,770,Niall Horan,Slow Hands,86,43,74,-7,6,85,188,1,5,79,2017,0,0,1,0,0,0,1
604,773,Portugal. The Man,Feel It Still,79,80,80,-5,7,75,163,4,5,81,2017,0,0,0,0,1,1,0
605,774,Post Malone,Congratulations,123,80,63,-4,25,49,220,22,4,85,2017,0,0,0,1,0,0,1
606,776,Rae Sremmurd,Swang,140,31,68,-9,10,17,208,20,6,80,2017,1,0,0,0,0,1,0
607,778,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),108,43,89,-10,9,23,177,3,14,81,2017,0,0,0,1,0,0,1
608,779,Russ,Losin Control,97,25,76,-7,10,21,238,52,14,79,2017,1,0,0,0,0,0,1
609,780,Sam Smith,Too Good At Goodbyes,92,37,68,-8,17,48,201,64,4,77,2017,0,0,1,0,0,0,1
610,781,Sean Paul,No Lie,102,88,74,-3,21,46,221,5,12,89,2017,0,0,1,0,0,0,1
611,782,Selena Gomez,Fetish (feat. Gucci Mane),123,62,71,-4,6,27,186,2,6,74,2017,0,0,1,0,0,0,1
612,783,Shelley FKA DRAM,Broccoli,146,53,89,-7,6,71,225,24,13,64,2017,0,1,0,0,0,0,1
613,784,Snakehips,Don't Leave,122,70,66,-3,26,34,215,22,8,68,2017,0,1,0,0,0,1,0
614,785,SZA,Love Galore (feat. Travis Scott),135,59,80,-6,16,41,275,11,7,81,2017,0,0,1,0,0,0,1
615,786,Taylor Swift,Look What You Made Me Do,128,71,77,-6,13,51,212,20,12,81,2017,0,0,1,0,0,0,1
616,788,The Chainsmokers,Something Just Like This,103,64,62,-7,16,45,247,5,3,87,2017,0,0,1,0,0,1,0
617,789,The Chainsmokers,Paris,100,66,65,-6,9,22,222,2,3,77,2017,0,0,1,0,0,1,0
618,791,The Vamps,Middle Of The Night,130,75,59,-4,8,40,175,0,6,65,2017,0,1,0,0,0,1,0
619,792,The Weeknd,I Feel It Coming,93,82,77,-6,7,59,269,43,12,82,2017,0,1,0,0,0,0,1
620,793,Travis Scott,goosebumps,130,73,84,-3,15,43,244,8,5,88,2017,1,0,0,0,0,0,1
621,796,Yo Gotti,Rake It Up (feat. Nicki Minaj),150,44,91,-8,14,53,276,2,34,73,2017,0,0,0,1,0,0,1
622,797,Zara Larsson,I Would Like,121,71,49,-4,8,30,227,9,5,62,2017,0,0,1,0,0,0,1
623,798,Zay Hilfigerrr,Juju on That Beat (TZ Anthem),161,89,81,-4,39,78,144,0,28,62,2017,1,0,0,0,0,0,1
624,799,Zedd,Stay,102,62,69,-5,12,54,210,25,6,80,2017,0,1,0,0,0,0,1
625,800,5 Seconds of Summer,Youngblood,120,85,60,-5,12,15,203,2,46,74,2018,0,1,0,0,0,1,0
626,801,6ix9ine,FEFE,126,39,93,-9,14,38,179,9,41,75,2018,0,0,0,1,0,0,1
627,804,Ariana Grande,no tears left to cry,122,71,70,-6,29,35,206,4,6,82,2018,0,0,1,0,0,0,1
628,805,B Young,Jumanji,96,47,79,-10,10,60,173,28,25,65,2018,0,1,0,0,0,0,1
629,806,Banx & Ranx,Answerphone (feat. Yxng Bane),113,83,67,-4,45,45,191,4,9,60,2018,0,1,0,0,0,1,0
630,808,benny blanco,Eastside (with Halsey & Khalid),89,68,56,-8,12,32,174,56,32,80,2018,0,0,1,0,0,0,1
631,810,BlocBoy JB,Look Alive (feat. Drake),140,58,92,-7,11,60,181,0,27,78,2018,1,0,0,0,0,0,1
632,811,Bruno Mars,Finesse - Remix,105,86,70,-5,2,93,217,2,10,78,2018,0,0,1,0,0,0,1
633,812,Calvin Harris,One Kiss (with Dua Lipa),124,86,79,-3,8,59,215,4,11,86,2018,0,0,1,0,0,0,1
634,813,Camila Cabello,Never Be the Same,130,71,64,-4,14,24,227,18,7,79,2018,0,0,1,0,0,0,1
635,814,Cardi B,I Like It,136,73,82,-4,37,65,253,10,13,83,2018,0,0,1,0,0,0,1
636,815,Cardi B,Bodak Yellow,125,70,93,-6,23,49,224,7,10,77,2018,0,0,1,0,0,0,1
637,817,Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),100,64,75,-5,11,45,186,25,9,61,2018,0,0,1,0,0,0,1
638,818,Charlie Puth,How Long,110,56,85,-5,4,81,201,21,8,77,2018,0,0,1,0,0,0,1
639,819,Charlie Puth,Done for Me (feat. Kehlani),112,63,86,-4,7,70,180,19,7,72,2018,0,0,1,0,0,0,1
640,820,Charlie Puth,The Way I Am,115,77,76,-6,6,64,186,31,19,68,2018,0,0,1,0,0,0,1
641,821,Childish Gambino,This Is America,120,46,85,-6,35,55,226,12,14,75,2018,1,0,0,0,0,0,1
642,822,Dan + Shay,Tequila,86,58,49,-6,13,49,197,3,3,75,2018,0,1,0,0,0,1,0
643,824,DJ Khaled,No Brainer,136,76,55,-5,9,64,260,7,34,71,2018,0,0,1,0,0,0,1
644,825,Drake,God's Plan,77,45,75,-9,55,36,199,3,11,86,2018,1,0,0,0,0,0,1
645,827,Drake,Nice For What,93,91,59,-6,12,76,211,9,7,81,2018,1,0,0,0,0,0,1
646,828,Drake,In My Feelings,91,63,84,-6,40,35,218,6,13,80,2018,1,0,0,0,0,0,1
647,830,Dua Lipa,IDGAF,97,54,84,-6,8,51,218,4,9,83,2018,0,0,1,0,0,0,1
648,831,Dynoro,In My Mind,126,77,69,-5,12,16,185,18,15,83,2018,0,1,0,0,0,0,1
649,833,Ella Mai,Boo'd Up,82,78,56,-5,8,24,256,9,5,73,2018,0,0,1,0,0,0,1
650,834,Eminem,River (feat. Ed Sheeran),90,75,75,-6,7,66,221,14,52,77,2018,1,0,0,0,0,0,1
651,835,EO,German,103,58,86,-6,19,85,171,81,7,71,2018,0,1,0,0,0,0,1
652,836,FINNEAS,Let's Fall in Love for the Night,128,41,74,-8,17,37,190,80,10,77,2018,0,1,0,0,0,0,1
653,838,G-Eazy,Him & I (with Halsey),88,73,59,-6,31,19,269,5,9,80,2018,0,0,0,1,0,0,1
654,839,George Ezra,Shotgun,116,74,67,-5,24,75,201,29,5,81,2018,0,0,1,0,0,0,1
655,840,George Ezra,Paradise,138,88,64,-4,21,91,222,21,4,73,2018,0,0,1,0,0,0,1
656,841,girl in red,we fell in love in october,130,37,57,-13,16,24,184,11,3,88,2018,0,0,1,0,0,0,1
657,842,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",103,71,66,-4,8,74,175,3,5,81,2018,0,0,1,0,0,0,1
658,843,Halsey,Bad At Love,118,75,68,-4,9,61,181,6,3,77,2018,0,0,1,0,0,0,1
659,845,Imagine Dragons,Natural,100,61,70,-6,8,22,189,22,4,85,2018,0,0,0,0,1,1,0
660,846,Janelle Monáe,Make Me Feel,115,41,86,-7,33,70,194,13,18,68,2018,0,1,0,0,0,0,1
661,847,Jason Aldean,You Make It Easy,132,57,38,-5,11,41,197,14,3,74,2018,0,1,0,0,0,0,1
662,848,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",137,71,65,-5,13,38,230,0,30,76,2018,1,0,0,0,0,0,1
663,849,Jonas Blue,Rise,106,79,69,-5,20,66,194,33,3,74,2018,0,0,1,0,0,0,1
664,851,Kendrick Lamar,LOVE. FEAT. ZACARI.,126,59,80,-7,15,78,213,26,9,85,2018,1,0,0,0,0,0,1
665,852,Kendrick Lamar,All The Stars (with SZA),97,63,70,-5,9,55,232,6,6,85,2018,1,0,0,0,0,0,1
666,853,Khalid,Love Lies (with Normani),144,65,71,-6,13,34,202,10,4,78,2018,0,0,1,0,0,0,1
667,854,King Princess,1950,72,54,60,-7,16,27,225,65,11,77,2018,0,1,0,0,0,0,1
668,855,Lauv,I Like Me Better,92,51,75,-8,10,42,197,54,25,86,2018,0,0,1,0,0,0,1
669,856,Lil Baby,Yes Indeed,120,35,96,-9,11,56,142,4,53,84,2018,1,0,0,0,0,0,1
670,857,Lil Dicky,Freaky Friday (feat. Chris Brown),133,60,76,-5,11,76,217,15,22,74,2018,0,0,0,1,0,0,1
671,858,Logic,Everyday,150,74,67,-4,8,42,205,4,4,74,2018,1,0,0,0,0,0,1
672,861,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",82,72,65,-5,5,22,203,0,21,77,2018,1,0,0,0,0,0,1
673,863,Maroon 5,Wait,126,60,66,-5,11,45,191,10,6,64,2018,0,0,1,0,0,1,0
674,864,Marshmello,Happier,100,79,69,-3,17,67,214,19,5,86,2018,0,1,0,0,0,0,1
675,866,Marshmello,FRIENDS,95,88,63,-2,13,53,203,21,5,83,2018,0,1,0,0,0,0,1
676,869,Migos,MotorSport,138,52,90,-5,33,19,303,3,18,77,2018,1,0,0,0,0,1,0
677,870,Migos,Stir Fry,182,82,82,-5,16,51,190,0,27,75,2018,1,0,0,0,0,1,0
678,871,MK,17,122,83,70,-7,7,67,196,0,7,69,2018,0,0,1,0,0,0,1
679,872,NF,Let You Down,148,71,66,-6,18,46,212,31,12,84,2018,1,0,0,0,0,0,1
680,874,Offset,Ric Flair Drip (with Metro Boomin),100,43,88,-8,11,33,173,15,21,85,2018,1,0,0,0,0,0,1
681,875,Ozuna,Vaina Loca,94,81,75,-4,20,56,176,32,8,77,2018,0,1,0,0,0,0,1
682,879,Post Malone,Psycho (feat. Ty Dolla $ign),140,56,75,-8,11,46,221,55,11,82,2018,0,0,0,1,0,0,1
683,881,Rich The Kid,Plug Walk,95,52,88,-7,11,16,175,20,14,77,2018,1,0,0,0,0,0,1
684,883,Sigrid,Strangers,115,72,76,-6,8,13,234,1,4,64,2018,0,0,1,0,0,0,1
685,884,Taylor Swift,Delicate,95,40,75,-10,9,5,232,22,7,81,2018,0,0,1,0,0,0,1
686,885,The 1975,It's Not Living (If It's Not With You),121,84,62,-5,6,53,248,0,3,75,2018,0,0,0,0,1,1,0
687,887,The Chainsmokers,Sick Boy,90,58,66,-8,12,45,193,11,5,74,2018,0,0,1,0,0,1,0
688,888,The Weeknd,Call Out My Name,134,59,46,-5,31,18,228,17,4,85,2018,0,1,0,0,0,0,1
689,889,The Weeknd,Pray For Me (with Kendrick Lamar),101,68,74,-5,11,19,211,8,9,74,2018,0,1,0,0,0,0,1
690,890,Tiësto,Jackie Chan,128,83,75,-3,6,69,216,37,5,76,2018,0,1,0,0,0,0,1
691,891,Travis Scott,SICKO MODE,155,73,83,-4,12,45,313,1,22,86,2018,1,0,0,0,0,0,1
692,892,Tyga,Taste (feat. Offset),98,56,88,-7,10,34,233,2,12,78,2018,0,0,1,0,0,0,1
693,893,Vance Joy,Saturday Sun,100,86,64,-4,22,71,215,48,5,75,2018,0,0,1,0,0,0,1
694,897,Years & Years,If You're Over Me,104,85,65,-5,6,62,189,6,9,60,2018,0,0,1,0,0,1,0
695,898,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",204,35,75,-8,9,11,237,1,33,73,2018,0,0,0,1,0,0,1
696,899,Zedd,The Middle,107,66,75,-3,11,44,185,17,4,84,2018,0,1,0,0,0,0,1
